,WSAID,PROEVEAAR,simple_mean,sd,n,weighted_mean,Hardness,Hardness_class
68221,4503,2006,9.9,,1,9.9,9.9,Medium hard
68222,4503,2007,10.5,,1,10.5,10.5,Medium hard
68223,4503,2019,11.2,,1,11.2,11.2,Medium hard
68224,4504,1993,10.1,,1,10.1,10.1,Medium hard
68225,4504,1994,10,,1,10,10,Medium hard
68226,4504,1995,14.5,,1,14.5,14.5,Fairly hard
68227,4504,1997,17,,1,17,17,Fairly hard
68228,4504,1998,8.4,,1,8.4,8.4,Medium hard
68229,4504,1999,12.9,5.7,2,15.8,15.8,Fairly hard
68230,4504,2001,13,,1,13,13,Fairly hard
68231,4504,2002,11.8,5.1,2,14.7,14.7,Fairly hard
68232,4504,2005,15.3,,1,15.3,15.3,Fairly hard
68233,4504,2006,12.4,6.2,2,15.9,15.9,Fairly hard
68234,4504,2007,12.3,,1,12.3,12.3,Fairly hard
68235,4504,2008,10.2,2.6,2,11.7,11.7,Medium hard
68236,4504,2009,12.6,,1,12.6,12.6,Fairly hard
68237,4504,2010,12.7,5.9,2,16,16,Fairly hard
68238,4504,2011,15.3,,1,15.3,15.3,Fairly hard
68239,4504,2012,11.6,5.2,2,14.6,14.6,Fairly hard
68240,4504,2013,14.3,,1,14.3,14.3,Fairly hard
68241,4504,2014,11.4,4.3,2,13.9,13.9,Fairly hard
68242,4504,2015,13.7,,1,13.7,13.7,Fairly hard
68243,4504,2016,11.6,2.9,2,13.2,13.2,Fairly hard
68244,4504,2017,15.3,,1,15.3,15.3,Fairly hard
68245,4505,1980,11,,1,11,11,Medium hard
68246,4505,1981,12,,1,12,12,Medium hard
68247,4505,1983,12.2,,1,12.2,12.2,Fairly hard
68248,4505,1985,11.9,,1,11.9,11.9,Medium hard
68249,4505,1987,11.2,,1,11.2,11.2,Medium hard
68250,4505,1993,11.9,,1,11.9,11.9,Medium hard
68251,4505,2000,11.3,,1,11.3,11.3,Medium hard
68252,4506,1980,9,,1,9,9,Medium hard
68253,4506,1981,9.5,,1,9.5,9.5,Medium hard
68254,4506,1982,8.9,,1,8.9,8.9,Medium hard
68255,4506,1983,9.7,,1,9.7,9.7,Medium hard
68256,4506,1985,9.4,,1,9.4,9.4,Medium hard
68257,4506,1987,8.6,0.6,2,8.9,8.9,Medium hard
68258,4506,1989,9.7,,1,9.7,9.7,Medium hard
68259,4506,1991,10,,1,10,10,Medium hard
68260,4506,1992,9.1,0.8,2,9.6,9.6,Medium hard
68261,4507,1980,10,,1,10,10,Medium hard
68262,4508,1983,10.7,,1,10.7,10.7,Medium hard
68263,4510,1981,7,,1,7,7,Soft
68264,4510,1983,7,,1,7,7,Soft
68265,4510,1985,6.9,,1,6.9,6.9,Soft
68266,4510,1986,7.1,,1,7.1,7.1,Soft
68267,4510,1991,8.4,1.1,2,7.9,7.9,Soft
68268,4510,1993,11.4,,1,11.4,11.4,Medium hard
68269,4510,1995,11.8,,1,11.8,11.8,Medium hard
68270,4510,1996,9.3,,1,9.3,9.3,Medium hard
68271,4510,1997,11,,1,11,11,Medium hard
68272,4510,1999,11.6,,1,11.6,11.6,Medium hard
68273,4510,2001,9.9,1.4,2,10.7,10.7,Medium hard
68274,4511,1981,10.3,,1,10.3,10.3,Medium hard
68275,4512,2003,8.5,,1,8.5,8.5,Medium hard
68276,4512,2004,7.8,,1,7.8,7.8,Soft
68277,4513,1981,5.1,1,2,5.1,5.1,Soft
68278,4513,1991,6.1,,1,6.1,6.1,Soft
68279,4513,1996,6.7,,1,6.7,6.7,Soft
68280,4513,2001,5.2,,1,5.2,5.2,Soft
68281,4513,2003,7.4,,1,7.4,7.4,Soft
68282,4515,1994,6.4,,1,6.4,6.4,Soft
68283,4515,1995,7.4,,1,7.4,7.4,Soft
68284,4515,1996,6.6,,1,6.6,6.6,Soft
68285,4515,1997,7.1,,1,7.1,7.1,Soft
68286,4515,1998,7,,1,7,7,Soft
68287,4515,1999,8.6,,1,8.6,8.6,Medium hard
68288,4515,2000,8.3,,1,8.3,8.3,Medium hard
68289,4515,2001,8.1,,1,8.1,8.1,Medium hard
68290,4516,1981,8.1,,1,8.1,8.1,Medium hard
68291,4516,1983,8.5,,1,8.5,8.5,Medium hard
68292,4516,1985,8.6,,1,8.6,8.6,Medium hard
68293,4516,1991,8.2,,1,8.2,8.2,Medium hard
68294,4516,1993,8.4,,1,8.4,8.4,Medium hard
68295,4516,1995,9.3,,1,9.3,9.3,Medium hard
68296,4516,1997,9.1,,1,9.1,9.1,Medium hard
68297,4516,1999,9.3,,1,9.3,9.3,Medium hard
68298,4516,2001,9.3,,1,9.3,9.3,Medium hard
68299,4517,1981,4.8,,1,4.8,4.8,Soft
68300,4517,1982,5.6,,1,5.6,5.6,Soft
68301,4517,1983,5.7,,1,5.7,5.7,Soft
68302,4517,1984,5.9,,1,5.9,5.9,Soft
68303,4517,1985,6,,1,6,6,Soft
68304,4517,1991,6.2,,1,6.2,6.2,Soft
68305,4517,1992,7,,1,7,7,Soft
68306,4519,1981,5.5,,1,5.5,5.5,Soft
68307,4519,1982,7.5,,1,7.5,7.5,Soft
68308,4519,1983,5.8,,1,5.8,5.8,Soft
68309,4519,1985,3.5,,1,3.5,3.5,Very soft
68310,4519,1986,5.7,,1,5.7,5.7,Soft
68311,4519,1987,6.4,,1,6.4,6.4,Soft
68312,4519,1989,6,,1,6,6,Soft
68313,4520,1980,12,,1,12,12,Medium hard
68314,4520,1983,13,,1,13,13,Fairly hard
68315,4520,1985,12.8,,1,12.8,12.8,Fairly hard
68316,4520,1987,11.5,,1,11.5,11.5,Medium hard
68317,4521,1989,7.4,,1,7.4,7.4,Soft
68318,4521,1993,7.4,,1,7.4,7.4,Soft
68319,4521,1995,7.3,,1,7.3,7.3,Soft
68320,4521,1997,6.9,,1,6.9,6.9,Soft
68321,4521,1999,7.1,,1,7.1,7.1,Soft
68322,4521,2001,6.9,,1,6.9,6.9,Soft
68323,4522,1980,7.4,,1,7.4,7.4,Soft
68324,4522,1981,7.9,,1,7.9,7.9,Soft
68325,4522,1983,7,,1,7,7,Soft
68326,4522,1985,7.8,,1,7.8,7.8,Soft
68327,4522,1987,7.4,,1,7.4,7.4,Soft
68328,4522,1989,8.1,,1,8.1,8.1,Medium hard
68329,4522,1993,7.4,,1,7.4,7.4,Soft
68330,4522,1995,7.1,,1,7.1,7.1,Soft
68331,4522,1997,8.3,,1,8.3,8.3,Medium hard
68332,4522,1999,9.1,,1,9.1,9.1,Medium hard
68333,4522,2001,8.3,,1,8.3,8.3,Medium hard
68334,4525,1995,8,,1,8,8,Soft
68335,4525,1996,8.3,,1,8.3,8.3,Medium hard
68336,4525,1997,8.5,,1,8.5,8.5,Medium hard
68337,4525,1998,8.9,,1,8.9,8.9,Medium hard
68338,4525,1999,9.6,,1,9.6,9.6,Medium hard
68339,4525,2000,7.8,,1,7.8,7.8,Soft
68340,4525,2002,8.9,,1,8.9,8.9,Medium hard
68341,4526,1982,11.3,,1,11.3,11.3,Medium hard
68342,4526,1992,10.4,,1,10.4,10.4,Medium hard
68343,4526,2002,12,,1,12,12,Medium hard
68344,4527,1985,10.3,,1,10.3,10.3,Medium hard
68345,4528,1981,11.3,,1,11.3,11.3,Medium hard
68346,4528,1982,11.8,,1,11.8,11.8,Medium hard
68347,4528,1983,11.5,,1,11.5,11.5,Medium hard
68348,4528,1984,11.5,,1,11.5,11.5,Medium hard
68349,4528,1985,12.1,,1,12.1,12.1,Fairly hard
68350,4528,1986,12.1,,1,12.1,12.1,Fairly hard
68351,4528,1991,8.2,,1,8.2,8.2,Medium hard
68352,4528,1992,8.4,,1,8.4,8.4,Medium hard
68353,4528,1993,7.9,,1,7.9,7.9,Soft
68354,4528,1994,8.4,,1,8.4,8.4,Medium hard
68355,4529,1982,10.4,,1,10.4,10.4,Medium hard
68356,4529,1997,12.4,,1,12.4,12.4,Fairly hard
68357,4529,2002,13.8,,1,13.8,13.8,Fairly hard
68358,4529,2005,15,,1,15,15,Fairly hard
68359,4529,2007,15.1,,1,15.1,15.1,Fairly hard
68360,4529,2009,13.8,,1,13.8,13.8,Fairly hard
68361,4529,2018,13.9,,1,13.9,13.9,Fairly hard
68362,4529,2020,12.9,,1,12.9,12.9,Fairly hard
68363,4529,2022,12.9,,1,12.9,12.9,Fairly hard
68364,4530,1998,9.1,,1,9.1,9.1,Medium hard
68365,4530,1999,9.3,,1,9.3,9.3,Medium hard
68366,4530,2000,9.3,,1,9.3,9.3,Medium hard
68367,4530,2001,9.8,,1,9.8,9.8,Medium hard
68368,4530,2002,9.3,,1,9.3,9.3,Medium hard
68369,4530,2003,9.4,,1,9.4,9.4,Medium hard
68370,4530,2004,9.8,,1,9.8,9.8,Medium hard
68371,4530,2005,10.6,,1,10.6,10.6,Medium hard
68372,4530,2006,9.8,,1,9.8,9.8,Medium hard
68373,4531,1981,15.4,,1,15.4,15.4,Fairly hard
68374,4531,1983,8.4,,1,8.4,8.4,Medium hard
68375,4531,1991,8.6,,1,8.6,8.6,Medium hard
68376,4531,1993,8.3,,1,8.3,8.3,Medium hard
68377,4531,1995,8.4,,1,8.4,8.4,Medium hard
68378,4531,2000,9.3,,1,9.3,9.3,Medium hard
68379,4531,2003,8.6,,1,8.6,8.6,Medium hard
68380,4531,2005,9.6,,1,9.6,9.6,Medium hard
68381,4532,1995,9.5,,1,9.5,9.5,Medium hard
68382,4532,1996,9.1,,1,9.1,9.1,Medium hard
68383,4532,1997,9.2,,1,9.2,9.2,Medium hard
68384,4534,1978,18,,1,18,18,Fairly hard
68385,4534,1981,18.3,,1,18.3,18.3,Hard
68386,4534,1982,18.4,,1,18.4,18.4,Hard
68387,4534,1983,18.2,,1,18.2,18.2,Hard
68388,4534,1984,17.7,,1,17.7,17.7,Fairly hard
68389,4534,1985,18.1,,1,18.1,18.1,Hard
68390,4534,1986,16.8,,1,16.8,16.8,Fairly hard
68391,4534,1991,9.9,,1,9.9,9.9,Medium hard
68392,4534,1992,9.2,,1,9.2,9.2,Medium hard
68393,4534,1993,8.9,,1,8.9,8.9,Medium hard
68394,4534,1994,9.3,,1,9.3,9.3,Medium hard
68395,4535,1978,11,,1,11,11,Medium hard
68396,4535,1982,12.3,,1,12.3,12.3,Fairly hard
68397,4535,1985,12.4,,1,12.4,12.4,Fairly hard
68398,4535,1992,11.3,,1,11.3,11.3,Medium hard
68399,4536,1978,9.9,,1,9.9,9.9,Medium hard
68400,4536,1979,9.3,,1,9.3,9.3,Medium hard
68401,4536,1984,11.7,,1,11.7,11.7,Medium hard
68402,4536,1994,11.2,,1,11.2,11.2,Medium hard
68403,4537,2000,8.8,,1,8.8,8.8,Medium hard
68404,4537,2001,10.2,2.4,3,9.5,9.5,Medium hard
68405,4537,2002,8.9,,1,8.9,8.9,Medium hard
68406,4537,2003,9.1,,1,9.1,9.1,Medium hard
68407,4537,2004,10,,1,10,10,Medium hard
68408,4537,2005,9.2,,1,9.2,9.2,Medium hard
68409,4537,2006,10.5,1.5,3,9.2,9.2,Medium hard
68410,4538,1981,13.6,,1,13.6,13.6,Fairly hard
68411,4538,1983,13.8,,1,13.8,13.8,Fairly hard
68412,4538,1985,14.2,,1,14.2,14.2,Fairly hard
68413,4538,1986,13.3,,1,13.3,13.3,Fairly hard
68414,4538,1991,14,,1,14,14,Fairly hard
68415,4538,1993,15,,1,15,15,Fairly hard
68416,4538,1995,15.4,,1,15.4,15.4,Fairly hard
68417,4538,1997,15,,1,15,15,Fairly hard
68418,4538,1999,15.5,,1,15.5,15.5,Fairly hard
68419,4538,2001,15.4,,1,15.4,15.4,Fairly hard
68420,4538,2005,18.4,,1,18.4,18.4,Hard
68421,4539,1998,8.9,,1,8.9,8.9,Medium hard
68422,4539,1999,8.9,,1,8.9,8.9,Medium hard
68423,4540,1982,19,,1,19,19,Hard
68424,4540,1992,16.8,,1,16.8,16.8,Fairly hard
68425,4540,1997,16.8,,1,16.8,16.8,Fairly hard
68426,4541,1986,9.8,1.4,3,9.8,9.8,Medium hard
68427,4541,1990,10.4,1.3,2,10.4,10.4,Medium hard
68428,4541,1991,9.5,1.2,3,9.7,9.7,Medium hard
68429,4541,1992,8.8,0.2,2,8.6,8.6,Medium hard
68430,4541,1993,10.3,2.6,2,10,10,Medium hard
68431,4541,1994,9.4,1.1,2,9.6,9.6,Medium hard
68432,4541,1995,9.9,1.2,2,10.1,10.1,Medium hard
68433,4541,1996,9.8,1.3,3,10.2,10.2,Medium hard
68434,4541,1997,8.9,,1,8.9,8.9,Medium hard
68435,4542,1981,8.6,,1,8.6,8.6,Medium hard
68436,4542,1983,6.8,,1,6.8,6.8,Soft
68437,4542,1985,8.6,,1,8.6,8.6,Medium hard
68438,4542,1986,8.9,,1,8.9,8.9,Medium hard
68439,4542,1991,8.4,,1,8.4,8.4,Medium hard
68440,4542,1993,7.4,,1,7.4,7.4,Soft
68441,4542,1995,8.8,,1,8.8,8.8,Medium hard
68442,4542,1997,7.4,,1,7.4,7.4,Soft
68443,4543,1981,7.5,,1,7.5,7.5,Soft
68444,4543,1986,7.3,,1,7.3,7.3,Soft
68445,4543,1991,7.8,,1,7.8,7.8,Soft
68446,4544,1981,9.2,1.3,3,9.5,9.5,Medium hard
68447,4544,1982,9.5,1.1,2,9.5,9.5,Medium hard
68448,4544,1983,9.2,0.5,2,9.2,9.2,Medium hard
68449,4544,1984,9.9,0.1,2,9.9,9.9,Medium hard
68450,4544,1985,10.1,1.8,2,10.2,10.2,Medium hard
68451,4544,1986,9.8,1.4,3,9.8,9.8,Medium hard
68452,4545,1978,15,,1,15,15,Fairly hard
68453,4545,1979,15,,1,15,15,Fairly hard
68454,4545,1982,13.1,7.2,2,,13.1,Fairly hard
68455,4545,1985,16.9,,1,16.9,16.9,Fairly hard
68456,4546,1982,11.3,,1,11.3,11.3,Medium hard
68457,4546,1983,10.2,,1,10.2,10.2,Medium hard
68458,4546,1984,9.8,,1,9.8,9.8,Medium hard
68459,4546,1985,10,,1,10,10,Medium hard
68460,4546,1986,9.7,,1,9.7,9.7,Medium hard
68461,4546,1987,9.9,,1,9.9,9.9,Medium hard
68462,4546,1990,10.6,,1,10.6,10.6,Medium hard
68463,4546,1991,10.2,,1,10.2,10.2,Medium hard
68464,4546,1992,10.5,,1,10.5,10.5,Medium hard
68465,4546,1993,10.3,,1,10.3,10.3,Medium hard
68466,4546,1994,10.7,,1,10.7,10.7,Medium hard
68467,4546,1995,10.9,,1,10.9,10.9,Medium hard
68468,4546,1996,10.7,,1,10.7,10.7,Medium hard
68469,4546,1997,10.2,,1,10.2,10.2,Medium hard
68470,4546,1998,10.6,,1,10.6,10.6,Medium hard
68471,4546,1999,11.1,,1,11.1,11.1,Medium hard
68472,4546,2001,11.2,,1,11.2,11.2,Medium hard
68473,4546,2002,11.2,,1,11.2,11.2,Medium hard
68474,4546,2003,11.4,,1,11.4,11.4,Medium hard
68475,4547,1983,10.2,,1,10.2,10.2,Medium hard
68476,4547,1984,10.5,,1,10.5,10.5,Medium hard
68477,4547,1986,10.7,,1,10.7,10.7,Medium hard
68478,4547,1987,10.9,,1,10.9,10.9,Medium hard
68479,4547,1993,12.6,,1,12.6,12.6,Fairly hard
68480,4547,1998,11.4,,1,11.4,11.4,Medium hard
68481,4547,2000,13.4,,1,13.4,13.4,Fairly hard
68482,4547,2001,14.1,,1,14.1,14.1,Fairly hard
68483,4547,2002,14.7,,1,14.7,14.7,Fairly hard
68484,4548,2002,7,0.2,3,6.9,6.9,Soft
68485,4548,2003,6.9,0.5,2,6.9,6.9,Soft
68486,4548,2004,6.3,0.1,2,6.2,6.2,Soft
68487,4548,2005,6.8,0.5,2,6.5,6.5,Soft
68488,4549,1995,9.1,1.8,2,9.1,9.1,Medium hard
68489,4549,1996,9.1,1.6,2,9.1,9.1,Medium hard
68490,4549,1997,8.9,1.1,2,8.9,8.9,Medium hard
68491,4549,1998,8.6,0.8,2,8.5,8.5,Medium hard
68492,4549,1999,9.3,1.4,2,9.3,9.3,Medium hard
68493,4549,2003,9.9,1.3,2,9.8,9.8,Medium hard
68494,4549,2004,9.1,1.2,2,8.8,8.8,Medium hard
68495,4549,2005,9.1,1.7,2,9.1,9.1,Medium hard
68496,4550,1982,8.2,,1,8.2,8.2,Medium hard
68497,4550,1983,9.5,,1,9.5,9.5,Medium hard
68498,4550,1984,9.6,,1,9.6,9.6,Medium hard
68499,4550,1986,9.7,,1,9.7,9.7,Medium hard
68500,4550,1988,9.3,,1,9.3,9.3,Medium hard
68501,4550,1990,9.6,,1,9.6,9.6,Medium hard
68502,4550,1992,7.8,,1,7.8,7.8,Soft
68503,4550,1994,8.4,,1,8.4,8.4,Medium hard
68504,4550,1996,8.2,,1,8.2,8.2,Medium hard
68505,4550,1998,8.6,,1,8.6,8.6,Medium hard
68506,4550,2002,8.1,,1,8.1,8.1,Medium hard
68507,4550,2004,10.2,,1,10.2,10.2,Medium hard
68508,4550,2006,8,,1,8,8,Soft
68509,4550,2007,9.4,,1,9.4,9.4,Medium hard
68510,4550,2009,8.1,,1,8.1,8.1,Medium hard
68511,4550,2011,8,,1,8,8,Soft
68512,4550,2013,7.8,,1,7.8,7.8,Soft
68513,4550,2015,8.2,,1,8.2,8.2,Medium hard
68514,4551,2017,8.7,1.6,5,8.9,8.9,Medium hard
68515,4551,2018,8.5,1.8,4,9,9,Medium hard
68516,4551,2019,8.6,1.6,4,9,9,Medium hard
68517,4551,2020,8.8,1.8,4,9.3,9.3,Medium hard
68518,4551,2021,8.5,1.7,4,9,9,Medium hard
68519,4551,2022,8.8,1.7,4,9.6,9.6,Medium hard
68520,4551,2023,8.3,1.4,4,9,9,Medium hard
68521,4552,1992,6.6,0.6,2,7,7,Soft
68522,4552,1993,6.3,0.6,2,6.3,6.3,Soft
68523,4552,1994,6.2,0.4,2,6.2,6.2,Soft
68524,4552,1995,6.2,0.4,2,6,6,Soft
68525,4552,1996,6.4,0.1,2,6.3,6.3,Soft
68526,4552,1997,6.5,0.3,2,6.3,6.3,Soft
68527,4552,1998,6.2,0.2,2,6.3,6.3,Soft
68528,4552,1999,6.9,0.4,2,7.2,7.2,Soft
68529,4552,2000,7,0.4,2,7.3,7.3,Soft
68530,4552,2001,7,0.1,2,7,7,Soft
68531,4553,1982,11.4,,1,11.4,11.4,Medium hard
68532,4553,1983,11.8,,1,11.8,11.8,Medium hard
68533,4553,1984,11.7,,1,11.7,11.7,Medium hard
68534,4553,1985,12.2,,1,12.2,12.2,Fairly hard
68535,4553,1986,11.8,,1,11.8,11.8,Medium hard
68536,4553,1987,11.8,,1,11.8,11.8,Medium hard
68537,4553,1988,8.3,,1,8.3,8.3,Medium hard
68538,4553,1990,12.2,,1,12.2,12.2,Fairly hard
68539,4553,1992,11.8,,1,11.8,11.8,Medium hard
68540,4553,1993,12.7,,1,12.7,12.7,Fairly hard
68541,4553,1994,12.6,,1,12.6,12.6,Fairly hard
68542,4553,1996,12.3,,1,12.3,12.3,Fairly hard
68543,4553,1997,11.7,,1,11.7,11.7,Medium hard
68544,4553,1999,10.8,,1,10.8,10.8,Medium hard
68545,4554,1988,6,0.3,2,5.8,5.8,Soft
68546,4554,1989,5.9,0.4,2,5.6,5.6,Soft
68547,4554,1990,6.1,0.2,2,5.9,5.9,Soft
68548,4554,1991,5.9,0.1,2,5.8,5.8,Soft
68549,4555,1984,11.8,,1,11.8,11.8,Medium hard
68550,4555,1985,15.4,,1,15.4,15.4,Fairly hard
68551,4555,1986,13.4,,1,13.4,13.4,Fairly hard
68552,4555,1987,20.5,,1,20.5,20.5,Hard
68553,4555,1988,18.7,,1,18.7,18.7,Hard
68554,4556,1983,7.1,,1,7.1,7.1,Soft
68555,4556,1984,5.9,,1,5.9,5.9,Soft
68556,4556,1985,7.4,,1,7.4,7.4,Soft
68557,4556,1986,8.3,,1,8.3,8.3,Medium hard
68558,4556,1987,6.6,,1,6.6,6.6,Soft
68559,4557,1982,6.9,1.6,2,5.8,5.8,Soft
68560,4557,1983,5.8,0.2,2,5.7,5.7,Soft
68561,4557,1984,5.8,0.6,2,6.2,6.2,Soft
68562,4557,1985,5.7,,1,5.7,5.7,Soft
68563,4557,1986,6,0.4,2,6.2,6.2,Soft
68564,4557,1987,6.2,0.5,2,6.5,6.5,Soft
68565,4558,1989,11.2,4.1,3,11.2,11.2,Medium hard
68566,4558,1990,10.8,3.4,3,10.8,10.8,Medium hard
68567,4558,1991,8.9,1.5,2,8.9,8.9,Medium hard
68568,4558,1992,8.9,1.5,2,8.9,8.9,Medium hard
68569,4558,1993,9.4,1.8,2,9.3,9.3,Medium hard
68570,4558,1994,9.2,1.6,2,9,9,Medium hard
68571,4559,1978,13,,1,13,13,Fairly hard
68572,4559,1979,10.8,,1,10.8,10.8,Medium hard
68573,4559,1980,11.6,,1,11.6,11.6,Medium hard
68574,4559,1981,11.5,,1,11.5,11.5,Medium hard
68575,4559,1984,10.4,,1,10.4,10.4,Medium hard
68576,4559,1985,9.8,,1,9.8,9.8,Medium hard
68577,4559,1987,10.1,,1,10.1,10.1,Medium hard
68578,4559,1988,10,,1,10,10,Medium hard
68579,4559,1990,10.2,,1,10.2,10.2,Medium hard
68580,4559,1992,9.9,,1,9.9,9.9,Medium hard
68581,4559,1994,10.1,,1,10.1,10.1,Medium hard
68582,4560,1982,15.3,4.7,3,15.3,15.3,Fairly hard
68583,4560,1983,14.8,7,4,14.7,14.7,Fairly hard
68584,4560,1984,13.7,8.7,3,13.7,13.7,Fairly hard
68585,4560,1985,13.4,8.1,3,13.4,13.4,Fairly hard
68586,4560,1986,12.1,6.2,3,12.1,12.1,Fairly hard
68587,4560,1987,11.5,5.4,3,11.5,11.5,Medium hard
68588,4560,1988,12.2,5.7,3,12.2,12.2,Fairly hard
68589,4561,1983,10.8,,1,10.8,10.8,Medium hard
68590,4561,1984,10.5,,1,10.5,10.5,Medium hard
68591,4561,1985,10.4,,1,10.4,10.4,Medium hard
68592,4561,1986,10.2,,1,10.2,10.2,Medium hard
68593,4561,1987,10,,1,10,10,Medium hard
68594,4561,1988,11.8,,1,11.8,11.8,Medium hard
68595,4562,2010,15.5,,1,15.5,15.5,Fairly hard
68596,4562,2011,14.2,1.9,2,14.4,14.4,Fairly hard
68597,4562,2012,13.9,1.1,2,13.2,13.2,Fairly hard
68598,4562,2013,13.1,,1,13.1,13.1,Fairly hard
68599,4562,2014,12.4,,1,12.4,12.4,Fairly hard
68600,4562,2015,13.2,,1,13.2,13.2,Fairly hard
68601,4562,2016,12.1,,1,12.1,12.1,Fairly hard
68602,4562,2017,12.2,,1,12.2,12.2,Fairly hard
68603,4562,2018,13,,1,13,13,Fairly hard
68604,4562,2019,11.5,,1,11.5,11.5,Medium hard
68605,4562,2020,12.4,,1,12.4,12.4,Fairly hard
68606,4562,2021,12.5,,1,12.5,12.5,Fairly hard
68607,4562,2022,12.8,,1,12.8,12.8,Fairly hard
68608,4562,2023,13,0.1,2,13,13,Fairly hard
68609,4563,1980,16.7,,1,16.7,16.7,Fairly hard
68610,4563,1982,16.6,,1,16.6,16.6,Fairly hard
68611,4563,1983,15.4,,1,15.4,15.4,Fairly hard
68612,4563,1985,16.1,,1,16.1,16.1,Fairly hard
68613,4563,1986,16.4,,1,16.4,16.4,Fairly hard
68614,4563,1987,16.1,,1,16.1,16.1,Fairly hard
68615,4563,1988,16.3,,1,16.3,16.3,Fairly hard
68616,4563,1989,16.5,,1,16.5,16.5,Fairly hard
68617,4563,1990,16.6,,1,16.6,16.6,Fairly hard
68618,4563,1991,16.3,,1,16.3,16.3,Fairly hard
68619,4563,1992,16.2,,1,16.2,16.2,Fairly hard
68620,4563,1993,16.9,,1,16.9,16.9,Fairly hard
68621,4564,1981,17.2,,1,17.2,17.2,Fairly hard
68622,4564,1983,17.2,,1,17.2,17.2,Fairly hard
68623,4564,1985,17.2,,1,17.2,17.2,Fairly hard
68624,4564,1987,17,,1,17,17,Fairly hard
68625,4564,1989,17.7,,1,17.7,17.7,Fairly hard
68626,4564,1991,17.1,,1,17.1,17.1,Fairly hard
68627,4564,1993,17.4,,1,17.4,17.4,Fairly hard
68628,4565,1980,14.6,0.8,2,14.4,14.4,Fairly hard
68629,4565,1983,14.4,0.6,2,14.2,14.2,Fairly hard
68630,4566,1981,13,,1,13,13,Fairly hard
68631,4567,1980,13.3,,1,13.3,13.3,Fairly hard
68632,4567,1981,13.5,,1,13.5,13.5,Fairly hard
68633,4567,1982,13.6,,1,13.6,13.6,Fairly hard
68634,4567,1983,13.4,,1,13.4,13.4,Fairly hard
68635,4567,1984,14.2,,1,14.2,14.2,Fairly hard
68636,4567,1985,14.3,,1,14.3,14.3,Fairly hard
68637,4567,1986,14.6,,1,14.6,14.6,Fairly hard
68638,4567,1987,14.9,,1,14.9,14.9,Fairly hard
68639,4567,1988,15.5,,1,15.5,15.5,Fairly hard
68640,4567,1989,15.3,,1,15.3,15.3,Fairly hard
68641,4567,1990,15.5,,1,15.5,15.5,Fairly hard
68642,4567,1991,15.6,,1,15.6,15.6,Fairly hard
68643,4567,1992,15.7,,1,15.7,15.7,Fairly hard
68644,4567,1993,16.1,,1,16.1,16.1,Fairly hard
68645,4567,1994,16,,1,16,16,Fairly hard
68646,4567,1995,16.1,,1,16.1,16.1,Fairly hard
68647,4567,1996,16.4,,1,16.4,16.4,Fairly hard
68648,4568,1981,20.8,,1,20.8,20.8,Hard
68649,4568,1982,19.7,,1,19.7,19.7,Hard
68650,4568,1983,19.5,,1,19.5,19.5,Hard
68651,4568,1984,20.3,,1,20.3,20.3,Hard
68652,4568,1985,20.5,,1,20.5,20.5,Hard
68653,4568,1986,21.4,,1,21.4,21.4,Hard
68654,4568,1987,21.2,,1,21.2,21.2,Hard
68655,4568,1988,22,,1,22,22,Hard
68656,4568,1989,21.8,,1,21.8,21.8,Hard
68657,4568,1990,21.5,,1,21.5,21.5,Hard
68658,4568,1991,21.5,,1,21.5,21.5,Hard
68659,4568,1992,22.6,,1,22.6,22.6,Hard
68660,4568,1993,22.6,,1,22.6,22.6,Hard
68661,4568,1994,23.2,,1,23.2,23.2,Hard
68662,4568,1995,23.9,,1,23.9,23.9,Hard
68663,4568,1996,23.1,,1,23.1,23.1,Hard
68664,4568,1997,23.6,,1,23.6,23.6,Hard
68665,4568,2000,3.6,,1,3.6,3.6,Very soft
68666,4569,1985,14.8,,1,14.8,14.8,Fairly hard
68667,4569,1987,13.7,,1,13.7,13.7,Fairly hard
68668,4569,1996,16.9,,1,16.9,16.9,Fairly hard
68669,4570,1980,15,,1,15,15,Fairly hard
68670,4570,1981,15.9,,1,15.9,15.9,Fairly hard
68671,4570,1983,15.3,0,2,15.3,15.3,Fairly hard
68672,4570,1984,14.9,,1,14.9,14.9,Fairly hard
68673,4570,1985,15.1,,1,15.1,15.1,Fairly hard
68674,4570,1987,14.3,0.4,2,14.6,14.6,Fairly hard
68675,4570,1988,15.9,,1,15.9,15.9,Fairly hard
68676,4570,1989,15.4,0.2,2,15.6,15.6,Fairly hard
68677,4570,1990,16.1,,1,16.1,16.1,Fairly hard
68678,4570,1991,15.4,0,2,15.4,15.4,Fairly hard
68679,4570,1992,15.9,,1,15.9,15.9,Fairly hard
68680,4570,1993,16.1,0.3,2,16.3,16.3,Fairly hard
68681,4570,1994,14.8,,1,14.8,14.8,Fairly hard
68682,4570,1995,15.4,0.8,2,14.9,14.9,Fairly hard
68683,4570,1996,15.3,,1,15.3,15.3,Fairly hard
68684,4570,1997,15.8,0.6,2,15.4,15.4,Fairly hard
68685,4570,1998,15.2,,1,15.2,15.2,Fairly hard
68686,4570,1999,16.1,,1,16.1,16.1,Fairly hard
68687,4570,2000,16,0.5,2,15.7,15.7,Fairly hard
68688,4570,2001,16.5,,1,16.5,16.5,Fairly hard
