,WSAID,PROEVEAAR,simple_mean,sd,n,weighted_mean,Hardness,Hardness_class
4389,1200,2009,15.8,,1,15.8,15.8,Fairly hard
4390,1200,2010,15.1,,1,15.1,15.1,Fairly hard
4391,1200,2011,15.5,,1,15.5,15.5,Fairly hard
4392,1200,2012,14.7,,1,14.7,14.7,Fairly hard
4393,1200,2013,14.3,,1,14.3,14.3,Fairly hard
4394,1200,2014,14.9,,1,14.9,14.9,Fairly hard
4395,1200,2015,14.9,,1,14.9,14.9,Fairly hard
4396,1200,2016,14.6,,1,14.6,14.6,Fairly hard
4397,1200,2017,15.1,,1,15.1,15.1,Fairly hard
4398,1200,2018,14.9,,1,14.9,14.9,Fairly hard
4399,1200,2019,15.6,,1,15.6,15.6,Fairly hard
4400,1200,2020,16.7,,1,16.7,16.7,Fairly hard
4401,1201,1981,13.2,,1,13.2,13.2,Fairly hard
4402,1201,1982,13.4,,1,13.4,13.4,Fairly hard
4403,1201,1983,13.5,,1,13.5,13.5,Fairly hard
4404,1201,1984,13.7,,1,13.7,13.7,Fairly hard
4405,1201,1985,13.4,,1,13.4,13.4,Fairly hard
4406,1201,1987,13.4,,1,13.4,13.4,Fairly hard
4407,1201,1989,13.4,,1,13.4,13.4,Fairly hard
4408,1201,1991,14,,1,14,14,Fairly hard
4409,1201,1993,13.6,,1,13.6,13.6,Fairly hard
4410,1201,1995,13.8,,1,13.8,13.8,Fairly hard
4411,1201,1997,14.1,,1,14.1,14.1,Fairly hard
4412,1201,1998,13.6,,1,13.6,13.6,Fairly hard
4413,1201,1999,14.3,,1,14.3,14.3,Fairly hard
4414,1201,2000,13.9,,1,13.9,13.9,Fairly hard
4415,1201,2001,14.2,,1,14.2,14.2,Fairly hard
4416,1201,2002,14.1,,1,14.1,14.1,Fairly hard
4417,1201,2003,13.4,,1,13.4,13.4,Fairly hard
4418,1201,2004,13.3,,1,13.3,13.3,Fairly hard
4419,1201,2005,15.2,,1,15.2,15.2,Fairly hard
4420,1201,2006,14.1,,1,14.1,14.1,Fairly hard
4421,1201,2007,14.3,,1,14.3,14.3,Fairly hard
4422,1201,2008,15.2,,1,15.2,15.2,Fairly hard
4423,1201,2009,14.4,,1,14.4,14.4,Fairly hard
4424,1201,2010,14.2,,1,14.2,14.2,Fairly hard
4425,1201,2011,14,,1,14,14,Fairly hard
4426,1201,2012,14.3,,1,14.3,14.3,Fairly hard
4427,1201,2013,13.8,,1,13.8,13.8,Fairly hard
4428,1201,2014,13.2,,1,13.2,13.2,Fairly hard
4429,1201,2015,13.2,,1,13.2,13.2,Fairly hard
4430,1201,2016,13.5,,1,13.5,13.5,Fairly hard
4431,1201,2017,13.8,,1,13.8,13.8,Fairly hard
4432,1201,2018,13.7,,1,13.7,13.7,Fairly hard
4433,1201,2019,13.8,,1,13.8,13.8,Fairly hard
4434,1201,2020,13.8,,1,13.8,13.8,Fairly hard
4435,1201,2021,14,,1,14,14,Fairly hard
4436,1201,2022,13.3,,1,13.3,13.3,Fairly hard
4437,1202,1982,14.6,,1,14.6,14.6,Fairly hard
4438,1202,1984,14,,1,14,14,Fairly hard
4439,1202,1989,14,,1,14,14,Fairly hard
4440,1202,1994,13.7,,1,13.7,13.7,Fairly hard
4441,1202,1997,14.1,,1,14.1,14.1,Fairly hard
4442,1202,1998,14.2,,1,14.2,14.2,Fairly hard
4443,1202,2000,13.5,,1,13.5,13.5,Fairly hard
4444,1202,2002,14.3,,1,14.3,14.3,Fairly hard
4445,1202,2003,14.1,,1,14.1,14.1,Fairly hard
4446,1202,2005,16,,1,16,16,Fairly hard
4447,1202,2006,15,,1,15,15,Fairly hard
4448,1202,2007,14.5,,1,14.5,14.5,Fairly hard
4449,1202,2008,14.1,,1,14.1,14.1,Fairly hard
4450,1202,2009,14.2,,1,14.2,14.2,Fairly hard
4451,1202,2011,15.3,,1,15.3,15.3,Fairly hard
4452,1202,2013,13.5,,1,13.5,13.5,Fairly hard
4453,1202,2015,13,,1,13,13,Fairly hard
4454,1202,2017,13.7,,1,13.7,13.7,Fairly hard
4455,1202,2019,12.6,,1,12.6,12.6,Fairly hard
4456,1202,2020,14.7,,1,14.7,14.7,Fairly hard
4457,1202,2021,14.1,,1,14.1,14.1,Fairly hard
4458,1203,1982,15,,1,15,15,Fairly hard
4459,1203,1984,15.8,,1,15.8,15.8,Fairly hard
4460,1203,1989,15.1,0.8,2,15.6,15.6,Fairly hard
4461,1203,1994,16.4,0.1,2,16.3,16.3,Fairly hard
4462,1203,1997,17.9,,1,17.9,17.9,Fairly hard
4463,1203,1998,16.6,,1,16.6,16.6,Fairly hard
4464,1203,1999,16.8,,1,16.8,16.8,Fairly hard
4465,1203,2000,16.2,,1,16.2,16.2,Fairly hard
4466,1203,2001,17.6,,1,17.6,17.6,Fairly hard
4467,1203,2002,16.3,,1,16.3,16.3,Fairly hard
4468,1203,2003,13.3,,1,13.3,13.3,Fairly hard
4469,1203,2005,13.5,,1,13.5,13.5,Fairly hard
4470,1203,2006,15.6,,1,15.6,15.6,Fairly hard
4471,1203,2007,14.5,,1,14.5,14.5,Fairly hard
4472,1203,2008,13.6,,1,13.6,13.6,Fairly hard
4473,1203,2009,17.7,,1,17.7,17.7,Fairly hard
4474,1203,2010,14.8,,1,14.8,14.8,Fairly hard
4475,1203,2011,15.3,,1,15.3,15.3,Fairly hard
4476,1203,2012,14.5,,1,14.5,14.5,Fairly hard
4477,1203,2013,14.7,,1,14.7,14.7,Fairly hard
4478,1203,2014,14.5,,1,14.5,14.5,Fairly hard
4479,1203,2016,15.8,,1,15.8,15.8,Fairly hard
4480,1203,2018,16.1,,1,16.1,16.1,Fairly hard
4481,1203,2020,13.1,,1,13.1,13.1,Fairly hard
4482,1203,2021,12.3,,1,12.3,12.3,Fairly hard
4483,1203,2022,17.6,,1,17.6,17.6,Fairly hard
4484,1204,1979,20.7,,1,20.7,20.7,Hard
4485,1204,1980,20.6,,1,20.6,20.6,Hard
4486,1204,1981,20.5,,1,20.5,20.5,Hard
4487,1204,1982,20.8,,1,20.8,20.8,Hard
4488,1204,1983,21.3,,1,21.3,21.3,Hard
4489,1204,1984,21.1,,1,21.1,21.1,Hard
4490,1204,1987,21.4,,1,21.4,21.4,Hard
4491,1204,1992,21,,1,21,21,Hard
4492,1204,1997,21.5,,1,21.5,21.5,Hard
4493,1204,1998,21.8,,1,21.8,21.8,Hard
4494,1204,1999,22,,1,22,22,Hard
4495,1204,2000,20.7,,1,20.7,20.7,Hard
4496,1204,2001,22.3,,1,22.3,22.3,Hard
4497,1204,2002,20.9,,1,20.9,20.9,Hard
4498,1204,2003,23.7,,1,23.7,23.7,Hard
4499,1204,2005,22.1,,1,22.1,22.1,Hard
4500,1204,2006,22.3,,1,22.3,22.3,Hard
4501,1204,2007,20.9,,1,20.9,20.9,Hard
4502,1204,2008,20.7,,1,20.7,20.7,Hard
4503,1204,2009,20.7,,1,20.7,20.7,Hard
4504,1204,2010,22.3,,1,22.3,22.3,Hard
4505,1204,2011,20.7,,1,20.7,20.7,Hard
4506,1204,2012,20.7,,1,20.7,20.7,Hard
4507,1204,2013,19.1,,1,19.1,19.1,Hard
4508,1204,2014,19,,1,19,19,Hard
4509,1204,2015,20.7,,1,20.7,20.7,Hard
4510,1204,2016,19.1,,1,19.1,19.1,Hard
4511,1204,2017,19.3,,1,19.3,19.3,Hard
4512,1204,2018,18.8,,1,18.8,18.8,Hard
4513,1204,2021,16.6,,1,16.6,16.6,Fairly hard
4514,1204,2022,14.6,,1,14.6,14.6,Fairly hard
4515,1205,1979,19.5,3.5,2,17.5,17.5,Fairly hard
4516,1205,1980,18.9,2.4,2,17.5,17.5,Fairly hard
4517,1205,1981,19.3,2.3,2,17.9,17.9,Fairly hard
4518,1205,1982,19.1,3.6,2,17.3,17.3,Fairly hard
4519,1205,1983,18.9,5,2,16.2,16.2,Fairly hard
4520,1205,1984,18.9,3.9,2,16.8,16.8,Fairly hard
4521,1205,1985,17.1,,1,17.1,17.1,Fairly hard
4522,1205,1987,18.9,4.1,2,16.7,16.7,Fairly hard
4523,1205,1989,16.4,,1,16.4,16.4,Fairly hard
4524,1205,1991,17,,1,17,17,Fairly hard
4525,1205,1995,16.5,,1,16.5,16.5,Fairly hard
4526,1205,1997,18.2,,1,18.2,18.2,Hard
4527,1205,1998,17.9,,1,17.9,17.9,Fairly hard
4528,1205,1999,18.5,,1,18.5,18.5,Hard
4529,1205,2000,15.8,,1,15.8,15.8,Fairly hard
4530,1205,2001,16.3,,1,16.3,16.3,Fairly hard
4531,1205,2002,16.5,,1,16.5,16.5,Fairly hard
4532,1205,2003,19.3,,1,19.3,19.3,Hard
4533,1205,2005,17.9,,1,17.9,17.9,Fairly hard
4534,1205,2006,17.9,,1,17.9,17.9,Fairly hard
4535,1205,2007,17.9,,1,17.9,17.9,Fairly hard
4536,1205,2008,17.7,,1,17.7,17.7,Fairly hard
4537,1205,2009,17.9,,1,17.9,17.9,Fairly hard
4538,1205,2010,17.9,,1,17.9,17.9,Fairly hard
4539,1205,2011,17.9,,1,17.9,17.9,Fairly hard
4540,1205,2012,16.3,,1,16.3,16.3,Fairly hard
4541,1205,2013,17.7,,1,17.7,17.7,Fairly hard
4542,1205,2014,18.6,,1,18.6,18.6,Hard
4543,1205,2015,17.7,,1,17.7,17.7,Fairly hard
4544,1205,2016,19.2,,1,19.2,19.2,Hard
4545,1205,2017,17.6,,1,17.6,17.6,Fairly hard
4546,1205,2018,18.2,,1,18.2,18.2,Hard
4547,1205,2019,18.9,,1,18.9,18.9,Hard
4548,1205,2020,18.8,,1,18.8,18.8,Hard
4549,1205,2021,17.6,,1,17.6,17.6,Fairly hard
4550,1205,2022,16.9,,1,16.9,16.9,Fairly hard
4551,1206,1979,18.4,,1,18.4,18.4,Hard
4552,1206,1980,18.6,,1,18.6,18.6,Hard
4553,1206,1981,18.3,,1,18.3,18.3,Hard
4554,1206,1982,18.1,,1,18.1,18.1,Hard
4555,1206,1983,17.3,,1,17.3,17.3,Fairly hard
4556,1206,1984,17.3,,1,17.3,17.3,Fairly hard
4557,1206,1985,17.2,,1,17.2,17.2,Fairly hard
4558,1206,1987,18.1,,1,18.1,18.1,Hard
4559,1206,1989,17.6,,1,17.6,17.6,Fairly hard
4560,1206,1991,19.1,,1,19.1,19.1,Hard
4561,1206,1995,18.4,,1,18.4,18.4,Hard
4562,1206,1997,18.5,,1,18.5,18.5,Hard
4563,1206,1998,19,,1,19,19,Hard
4564,1206,1999,18.7,,1,18.7,18.7,Hard
4565,1206,2000,18.1,,1,18.1,18.1,Hard
4566,1206,2001,18.1,,1,18.1,18.1,Hard
4567,1206,2002,18.1,,1,18.1,18.1,Hard
4568,1206,2003,20.9,,1,20.9,20.9,Hard
4569,1206,2005,19.3,,1,19.3,19.3,Hard
4570,1206,2006,19.5,,1,19.5,19.5,Hard
4571,1206,2007,19.8,,1,19.8,19.8,Hard
4572,1206,2008,19.8,,1,19.8,19.8,Hard
4573,1206,2009,19.5,,1,19.5,19.5,Hard
4574,1206,2010,19.8,,1,19.8,19.8,Hard
4575,1206,2011,19.5,,1,19.5,19.5,Hard
4576,1206,2012,17.9,,1,17.9,17.9,Fairly hard
4577,1206,2013,17.9,,1,17.9,17.9,Fairly hard
4578,1206,2014,17.9,,1,17.9,17.9,Fairly hard
4579,1206,2015,21.2,,1,21.2,21.2,Hard
4580,1206,2016,17.9,,1,17.9,17.9,Fairly hard
4581,1206,2017,18.1,,1,18.1,18.1,Hard
4582,1206,2018,21.2,,1,21.2,21.2,Hard
4583,1206,2019,19.9,,1,19.9,19.9,Hard
4584,1206,2020,18.1,,1,18.1,18.1,Hard
4585,1206,2021,21.2,,1,21.2,21.2,Hard
4586,1206,2022,21.2,,1,21.2,21.2,Hard
4587,1207,1979,14.7,,1,14.7,14.7,Fairly hard
4588,1207,1980,14.8,,1,14.8,14.8,Fairly hard
4589,1207,1981,14.3,,1,14.3,14.3,Fairly hard
4590,1207,1982,14.5,,1,14.5,14.5,Fairly hard
4591,1207,1983,14.7,,1,14.7,14.7,Fairly hard
4592,1207,1984,15.6,,1,15.6,15.6,Fairly hard
4593,1207,1987,15.8,,1,15.8,15.8,Fairly hard
4594,1207,1992,15.2,,1,15.2,15.2,Fairly hard
4595,1207,1997,15.5,,1,15.5,15.5,Fairly hard
4596,1207,1999,16.6,,1,16.6,16.6,Fairly hard
4597,1207,2001,15.9,,1,15.9,15.9,Fairly hard
4598,1207,2002,15.5,,1,15.5,15.5,Fairly hard
4599,1207,2003,17.9,,1,17.9,17.9,Fairly hard
4600,1207,2005,16.5,,1,16.5,16.5,Fairly hard
4601,1207,2006,16.5,,1,16.5,16.5,Fairly hard
4602,1207,2007,15.8,,1,15.8,15.8,Fairly hard
4603,1207,2008,15.9,,1,15.9,15.9,Fairly hard
4604,1207,2009,16.1,,1,16.1,16.1,Fairly hard
4605,1207,2010,16.7,,1,16.7,16.7,Fairly hard
4606,1207,2011,16.5,,1,16.5,16.5,Fairly hard
4607,1207,2012,16.2,,1,16.2,16.2,Fairly hard
4608,1207,2013,15.3,,1,15.3,15.3,Fairly hard
4609,1207,2014,15.6,,1,15.6,15.6,Fairly hard
4610,1207,2015,15.2,,1,15.2,15.2,Fairly hard
4611,1207,2016,16.1,,1,16.1,16.1,Fairly hard
4612,1207,2017,15.9,,1,15.9,15.9,Fairly hard
4613,1207,2018,15.9,,1,15.9,15.9,Fairly hard
4614,1207,2019,15.2,,1,15.2,15.2,Fairly hard
4615,1207,2020,16.5,,1,16.5,16.5,Fairly hard
4616,1207,2021,15,,1,15,15,Fairly hard
4617,1207,2022,16.5,,1,16.5,16.5,Fairly hard
4618,1208,1979,12.9,1.9,4,13.7,13.7,Fairly hard
4619,1208,1980,14.3,1.1,6,14.5,14.5,Fairly hard
4620,1208,1981,14.3,1.9,4,15.1,15.1,Fairly hard
4621,1208,1982,15.8,0.9,3,16.7,16.7,Fairly hard
4622,1208,1983,13.4,2.4,2,15,15,Fairly hard
4623,1208,1984,15.9,1,3,15.9,15.9,Fairly hard
4624,1208,1985,13.8,1.5,5,14.8,14.8,Fairly hard
4625,1208,1986,14.2,2.8,6,18.3,18.3,Hard
4626,1208,1987,14.1,1.6,5,15.1,15.1,Fairly hard
4627,1208,1988,14.6,0.7,4,15.1,15.1,Fairly hard
4628,1208,1989,14.5,0.8,4,15.4,15.4,Fairly hard
4629,1208,1990,15.3,0.6,3,15.6,15.6,Fairly hard
4630,1208,1991,15.3,0.7,3,15.5,15.5,Fairly hard
4631,1208,1992,15.5,0.8,3,15.8,15.8,Fairly hard
4632,1208,1993,15.4,0.9,3,15.7,15.7,Fairly hard
4633,1208,1994,15,0.9,3,15.2,15.2,Fairly hard
4634,1208,1995,15.6,0.7,3,15.8,15.8,Fairly hard
4635,1208,1996,15.6,0.9,3,16,16,Fairly hard
4636,1208,1997,15.7,0.9,3,16,16,Fairly hard
4637,1208,1998,14.6,0.9,3,14.9,14.9,Fairly hard
4638,1208,1999,16.2,0.8,2,16.7,16.7,Fairly hard
4639,1208,2000,16,0.9,2,15.6,15.6,Fairly hard
4640,1208,2001,15,,1,15,15,Fairly hard
4641,1209,1980,17.1,,1,17.1,17.1,Fairly hard
4642,1209,1981,15.1,,1,15.1,15.1,Fairly hard
4643,1209,1982,15.5,,1,15.5,15.5,Fairly hard
4644,1209,1983,16.1,,1,16.1,16.1,Fairly hard
4645,1209,1984,15.5,,1,15.5,15.5,Fairly hard
4646,1209,1986,15.2,,1,15.2,15.2,Fairly hard
4647,1209,1988,15.4,,1,15.4,15.4,Fairly hard
4648,1209,1990,15.4,,1,15.4,15.4,Fairly hard
4649,1209,1992,16.2,,1,16.2,16.2,Fairly hard
4650,1209,1994,15.9,,1,15.9,15.9,Fairly hard
4651,1209,1996,15.7,,1,15.7,15.7,Fairly hard
4652,1209,1998,15.8,,1,15.8,15.8,Fairly hard
4653,1209,1999,16,,1,16,16,Fairly hard
4654,1209,2001,15.2,,1,15.2,15.2,Fairly hard
4655,1209,2002,15.9,,1,15.9,15.9,Fairly hard
4656,1209,2003,16.4,,1,16.4,16.4,Fairly hard
4657,1209,2005,15,,1,15,15,Fairly hard
